zip,primary_city,state,area_codes,country
81012,Pueblo,CO,719,US
81019,Colorado City,CO,719,US
81020,Aguilar,CO,719,US
81021,Arlington,CO,719,US
81022,Avondale,CO,719,US
81023,Beulah,CO,719,US
81024,Boncarbo,CO,719,US
81025,Boone,CO,719,US
81027,Branson,CO,719,US
81029,Campo,CO,719,US
81030,Cheraw,CO,719,US
81033,Crowley,CO,719,US
81034,Crowley,CO,719,US
81036,Eads,CO,719,US
81038,Fort Lyon,CO,719,US
81039,Fowler,CO,719,US
81040,Gardner,CO,719,US
81041,Granada,CO,719,US
81043,Hartman,CO,719,US
81044,Hasty,CO,719,US
81045,Haswell,CO,719,US
81046,Hoehne,CO,719,US
81047,Holly,CO,719,US
81049,Kim,CO,719,US
81050,La Junta,CO,719,US
81052,Lamar,CO,719,US
81054,Las Animas,CO,719,US
81055,La Veta,CO,719,US
81057,Mc Clave,CO,719,US
81058,Manzanola,CO,719,US
81059,Model,CO,,US
81062,Olney Springs,CO,719,US
81063,Ordway,CO,719,US
81064,Pritchett,CO,719,US
81067,Rocky Ford,CO,719,US
81069,Rye,CO,719,US
81071,Sheridan Lake,CO,719,US
81073,Springfield,CO,719,US
81075,Stonington,CO,,US
81076,Sugar City,CO,719,US
81077,Swink,CO,719,US
81081,Trinchera,CO,719,US
81082,Trinidad,CO,719,US
81084,Two Buttes,CO,719,US
81087,Vilas,CO,719,US
81089,Walsenburg,CO,719,US
81090,Walsh,CO,719,US
81091,Weston,CO,719,US
81092,Wiley,CO,719,US
81101,Alamosa,CO,719,US
81102,Alamosa,CO,719,US
81120,Antonito,CO,719,US
81121,Arboles,CO,970,US
81122,Bayfield,CO,970,US
81123,Blanca,CO,719,US
81124,Capulin,CO,719,US
81125,Center,CO,719,US
81126,Chama,CO,719,US
81127,Chimney Rock,CO,970,US
81128,Chromo,CO,970,US
81129,Conejos,CO,719,US
81130,Creede,CO,719,US
81131,Crestone,CO,719,US
81132,Del Norte,CO,719,US
81133,Fort Garland,CO,719,US
81134,San Luis,CO,719,US
81135,Homelake,CO,719,US
81136,Hooper,CO,719,US
81137,Ignacio,CO,970,US
81138,Jaroso,CO,719,US
81140,La Jara,CO,719,US
81141,Manassa,CO,719,US
81143,Moffat,CO,719,US
81144,Monte Vista,CO,719,US
81146,Mosca,CO,719,US
81147,Pagosa Springs,CO,970,US
81148,Romeo,CO,719,US
81149,Saguache,CO,719,US
81151,Sanford,CO,719,US
81152,San Luis,CO,719,US
81153,San Pablo,CO,719,US
81154,South Fork,CO,719,US
81155,Villa Grove,CO,719,US
81157,Pagosa Springs,CO,970,US
81201,Salida,CO,719,US
81210,Almont,CO,970,US
81211,Buena Vista,CO,719,US
81212,Canon City,CO,719,US
81215,Canon City,CO,719,US
81220,Cimarron,CO,970,US
81221,Coal Creek,CO,719,US
81222,Coaldale,CO,719,US
81223,Cotopaxi,CO,719,US
81224,Crested Butte,CO,970,US
81225,Crested Butte,CO,970,US
81226,Florence,CO,719,US
81227,Monarch,CO,719,US
81228,Granite,CO,,US
81230,Gunnison,CO,970,US
81231,Gunnison,CO,970,US
81232,Hillside,CO,719,US
81233,Howard,CO,719,US
81235,Lake City,CO,970,US
81236,Nathrop,CO,719,US
81237,Ohio City,CO,970,US
81239,Parlin,CO,970,US
81240,Penrose,CO,719,US
81241,Pitkin,CO,970,US
81242,Poncha Springs,CO,719,US
81243,Powderhorn,CO,970,US
81244,Rockvale,CO,719,US
81247,Gunnison,CO,970,US
81248,Sargents,CO,719,US
81251,Twin Lakes,CO,719,US
81252,Westcliffe,CO,719,US
81253,Wetmore,CO,719,US
81290,Florence,CO,719,US
81301,Durango,CO,970,US
81302,Durango,CO,970,US
81303,Durango,CO,970,US
81320,Cahone,CO,970,US
81321,Cortez,CO,970,US
81323,Dolores,CO,970,US
81324,Dove Creek,CO,970,US
81325,Egnar,CO,970,US
81326,Hesperus,CO,970,US
81327,Lewis,CO,970,US
81328,Mancos,CO,970,US
81329,Marvel,CO,970,US
81330,Mesa Verde National Park,CO,970,US
81331,Pleasant View,CO,970,US
81332,Rico,CO,970,US
81334,Towaoc,CO,970,US
81335,Yellow Jacket,CO,970,US
81401,Montrose,CO,970,US
81402,Montrose,CO,970,US
81403,Montrose,CO,970,US
81410,Austin,CO,970,US
81411,Bedrock,CO,970,US
81413,Cedaredge,CO,970,US
81414,Cory,CO,970,US
81415,Crawford,CO,970,US
81416,Delta,CO,970,US
81418,Eckert,CO,970,US
81419,Hotchkiss,CO,970,US
81420,Lazear,CO,970,US
81422,Naturita,CO,970,US
81423,Norwood,CO,970,US
81424,Nucla,CO,970,US
81425,Olathe,CO,970,US
81426,Ophir,CO,970,US
81427,Ouray,CO,970,US
81428,Paonia,CO,970,US
81429,Paradox,CO,970,US
81430,Placerville,CO,970,US
81431,Redvale,CO,970,US
81432,Ridgway,CO,970,US
81433,Silverton,CO,970,US
81434,Somerset,CO,970,US
81435,Telluride,CO,970,US
81501,Grand Junction,CO,970,US
81502,Grand Junction,CO,970,US
81503,Grand Junction,CO,970,US
81504,Grand Junction,CO,970,US
81505,Grand Junction,CO,970,US
81506,Grand Junction,CO,970,US
81507,Grand Junction,CO,970,US
81520,Clifton,CO,970,US
81521,Fruita,CO,970,US
81522,Gateway,CO,970,US
81523,Glade Park,CO,970,US
81524,Loma,CO,970,US
81525,Mack,CO,970,US
81526,Palisade,CO,970,US
81527,Whitewater,CO,970,US
81601,Glenwood Springs,CO,970,US
81602,Glenwood Springs,CO,970,US
81610,Dinosaur,CO,970,US
81611,Aspen,CO,970,US
81612,Aspen,CO,970,US
81615,Snowmass Village,CO,970,US
81620,Avon,CO,970,US
81621,Basalt,CO,970,US
81623,Carbondale,CO,970,US
81624,Collbran,CO,970,US
81625,Craig,CO,970,US
81626,Craig,CO,970,US
81630,De Beque,CO,970,US
81631,Eagle,CO,970,US
81632,Edwards,CO,970,US
81633,Dinosaur,CO,970,US
81635,Parachute,CO,970,US
81636,Battlement Mesa,CO,970,US
81637,Gypsum,CO,970,US
81638,Hamilton,CO,,US
81639,Hayden,CO,970,US
81640,Maybell,CO,"9,70,435",US
81641,Meeker,CO,970,US
81642,Meredith,CO,970,US
81643,Mesa,CO,970,US
81645,Minturn,CO,970,US
81646,Molina,CO,970,US
81647,New Castle,CO,970,US
81648,Rangely,CO,970,US
81649,Red Cliff,CO,970,US
81650,Rifle,CO,970,US
81652,Silt,CO,970,US
81653,Slater,CO,970,US
81654,Snowmass,CO,970,US
81655,Wolcott,CO,970,US
81656,Woody Creek,CO,970,US
81657,Vail,CO,970,US
81658,Vail,CO,970,US
82001,Cheyenne,WY,"3,07,712",US
82002,Cheyenne,WY,307,US
82003,Cheyenne,WY,307,US
82005,Fe Warren Afb,WY,307,US
82006,Cheyenne,WY,307,US
82007,Cheyenne,WY,307,US
82008,Cheyenne,WY,307,US
82009,Cheyenne,WY,307,US
